,graph,start_index,starting_neighbors,starting_betweenness,transitivity,components,initial_positive,average_path,iterations,threshold,number_convinced
412,rewire,10992,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,10,980
413,rewire,10992,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,10,18809
414,rewire,10992,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,10,20050
415,rewire,10992,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,10,21001
416,rewire,10992,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,20,981
417,rewire,10992,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,20,17751
418,rewire,10992,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,20,19257
419,rewire,10992,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,20,20337
420,rewire,2582,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,5,977
421,rewire,2582,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,5,19851
422,rewire,2582,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,5,21029
423,rewire,2582,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,5,21747
424,rewire,2582,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,10,970
425,rewire,2582,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,10,18878
426,rewire,2582,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,10,20110
427,rewire,2582,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,10,21005
428,rewire,2582,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,20,975
429,rewire,2582,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,20,17784
430,rewire,2582,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,20,19232
431,rewire,2582,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,20,20322
432,rewire,10649,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,5,981
433,rewire,10649,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,5,19938
434,rewire,10649,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,5,20996
435,rewire,10649,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,5,21717
436,rewire,10649,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,10,983
437,rewire,10649,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,10,18817
438,rewire,10649,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,10,20116
439,rewire,10649,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,10,21068
440,rewire,10649,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,20,979
441,rewire,10649,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,20,17775
442,rewire,10649,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,20,19197
443,rewire,10649,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,20,20365
444,rewire,14046,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,5,980
445,rewire,14046,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,5,19937
446,rewire,14046,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,5,20946
447,rewire,14046,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,5,21734
448,rewire,14046,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,10,981
449,rewire,14046,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,10,18766
450,rewire,14046,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,10,20074
451,rewire,14046,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,10,21004
452,rewire,14046,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,20,973
453,rewire,14046,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,20,17842
454,rewire,14046,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,20,19238
455,rewire,14046,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,20,20290
456,rewire,20425,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,5,985
457,rewire,20425,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,5,19972
458,rewire,20425,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,5,20983
459,rewire,20425,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,5,21702
460,rewire,20425,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,10,977
461,rewire,20425,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,10,18786
462,rewire,20425,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,10,20109
463,rewire,20425,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,10,21045
464,rewire,20425,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,20,976
465,rewire,20425,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,20,4499
466,rewire,20425,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,20,19214
467,rewire,20425,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,20,20428
468,rewire,12752,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,5,985
469,rewire,12752,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,5,19983
470,rewire,12752,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,5,20996
471,rewire,12752,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,5,21698
472,rewire,12752,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,10,977
473,rewire,12752,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,10,18802
474,rewire,12752,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,10,20076
475,rewire,12752,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,10,21014
476,rewire,12752,1,0.0,0.3015208647383071,1494,1000,2.832835405749342,5,20,978
477,rewire,12752,1,0.0,0.3015208647383071,1494,5000,2.832835405749342,5,20,17828
478,rewire,12752,1,0.0,0.3015208647383071,1494,10000,2.832835405749342,5,20,19186
479,rewire,12752,1,0.0,0.3015208647383071,1494,15000,2.832835405749342,5,20,20366
480,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,1000,11.526740625978508,5,5,981
481,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19887
482,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,10000,11.526740625978508,5,5,20973
483,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21760
484,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,1000,11.526740625978508,5,10,17518
485,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18704
486,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20100
487,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21109
488,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,1000,11.526740625978508,5,20,982
489,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,5000,11.526740625978508,5,20,4527
490,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19286
491,ER,7939,4,326920.4168831984,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20333
492,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,1000,11.526740625978508,5,5,982
493,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19850
494,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,10000,11.526740625978508,5,5,21010
495,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21721
496,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,1000,11.526740625978508,5,10,975
497,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18867
498,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20105
499,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,15000,11.526740625978508,5,10,20994
500,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,1000,11.526740625978508,5,20,985
501,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,5000,11.526740625978508,5,20,17832
502,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19290
503,ER,9452,4,169718.6523919509,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20337
504,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,1000,11.526740625978508,5,5,18811
505,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19898
506,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,10000,11.526740625978508,5,5,21018
507,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21781
508,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,1000,11.526740625978508,5,10,981
509,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18871
510,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20127
511,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21047
512,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,1000,11.526740625978508,5,20,988
513,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,5000,11.526740625978508,5,20,4524
514,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19280
515,ER,16028,3,49337.947517552944,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20477
516,ER,2465,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,5,18697
517,ER,2465,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19846
518,ER,2465,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,5,21012
519,ER,2465,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21799
520,ER,2465,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,10,983
521,ER,2465,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18835
522,ER,2465,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20104
523,ER,2465,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21023
524,ER,2465,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,20,979
525,ER,2465,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,20,4538
526,ER,2465,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19206
527,ER,2465,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20358
528,ER,16097,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,5,18791
529,ER,16097,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19872
530,ER,16097,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,5,20949
531,ER,16097,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21784
532,ER,16097,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,10,982
533,ER,16097,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18801
534,ER,16097,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20088
535,ER,16097,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21082
536,ER,16097,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,20,979
537,ER,16097,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,20,17762
538,ER,16097,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19263
539,ER,16097,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20406
540,ER,15327,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,5,980
541,ER,15327,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19911
542,ER,15327,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,5,20914
543,ER,15327,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21726
544,ER,15327,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,10,979
545,ER,15327,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18853
546,ER,15327,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20106
547,ER,15327,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21165
548,ER,15327,1,0.0,0.00013779881373195138,2693,1000,11.526740625978508,5,20,980
549,ER,15327,1,0.0,0.00013779881373195138,2693,5000,11.526740625978508,5,20,17804
550,ER,15327,1,0.0,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19220
551,ER,15327,1,0.0,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20364
552,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,1000,11.526740625978508,5,5,985
553,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19958
554,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,10000,11.526740625978508,5,5,20966
555,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21770
556,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,1000,11.526740625978508,5,10,983
557,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18826
558,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20168
559,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21019
560,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,1000,11.526740625978508,5,20,981
561,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,5000,11.526740625978508,5,20,17709
562,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19239
563,ER,7919,2,24997.714083396982,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20315
564,ER,10530,2,21417.0,0.00013779881373195138,2693,1000,11.526740625978508,5,5,979
565,ER,10530,2,21417.0,0.00013779881373195138,2693,5000,11.526740625978508,5,5,20003
566,ER,10530,2,21417.0,0.00013779881373195138,2693,10000,11.526740625978508,5,5,21001
567,ER,10530,2,21417.0,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21721
568,ER,10530,2,21417.0,0.00013779881373195138,2693,1000,11.526740625978508,5,10,982
569,ER,10530,2,21417.0,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18798
570,ER,10530,2,21417.0,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20123
571,ER,10530,2,21417.0,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21025
572,ER,10530,2,21417.0,0.00013779881373195138,2693,1000,11.526740625978508,5,20,16192
573,ER,10530,2,21417.0,0.00013779881373195138,2693,5000,11.526740625978508,5,20,17789
574,ER,10530,2,21417.0,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19266
575,ER,10530,2,21417.0,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20418
576,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,1000,11.526740625978508,5,5,982
577,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19941
578,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,10000,11.526740625978508,5,5,20923
579,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21718
580,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,1000,11.526740625978508,5,10,983
581,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18886
582,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20105
583,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21086
584,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,1000,11.526740625978508,5,20,990
585,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,5000,11.526740625978508,5,20,17793
586,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19295
587,ER,8813,2,88236.31643144642,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20356
588,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,1000,11.526740625978508,5,5,979
589,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,5000,11.526740625978508,5,5,19903
590,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,10000,11.526740625978508,5,5,21011
591,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,15000,11.526740625978508,5,5,21783
592,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,1000,11.526740625978508,5,10,986
593,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,5000,11.526740625978508,5,10,18833
594,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,10000,11.526740625978508,5,10,20056
595,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,15000,11.526740625978508,5,10,21010
596,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,1000,11.526740625978508,5,20,984
597,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,5000,11.526740625978508,5,20,17686
598,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,10000,11.526740625978508,5,20,19328
599,ER,5872,2,54576.256933751756,0.00013779881373195138,2693,15000,11.526740625978508,5,20,20357
